basin,perturbation,pclass,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
143110A,P3_base_infl_0.10,P3,0.17194435630436028,0.8195992646154654,0.05814873664444532,1.0,0.0013015215540983457,1.0,0.05304855163877663,1.0,0.05732760639133447,1.0,0.039064100824994806,,0.4813060266396032,0.45484044270350094,-0.6476549083111052,3652,37,0.4397590361445783,0.16,6,0.4,6,0.5157039106196825,0.5255929217527008,0.9977566211295603,0.0,0.9882883885520467,0.9956203269246648,0.9623351035332985,0.9640427641452124,0.9453640867501498,-0.1791802550486124,0.48973701432253697,0.10822019889074935,0.8956222397276655,22.061403568634724,96.26120532792062,-0.5409372005759798,-4.0014962587546936e+16,-56.79846979363869,-1.0837568683179055,47950217765.59967,51300548493.55937,-0.9793706801101102
143110A,P3_base_infl_0.25,P3,0.18129862060564236,0.8273872943906866,0.06133927339499518,1.0,-0.004279256368364632,1.0,0.061808735205741344,1.0,0.061660945559520564,1.0,0.32439605852406994,,0.49283096492882944,0.4675693295534303,-0.6460886737850442,3652,37,0.4397590361445783,0.31,6,0.4,6,0.4765991718401906,0.4862700365124054,0.9841752726929116,0.0,0.9828482127696436,0.987120165991195,0.9395216169827842,0.955118025727104,0.9427587418900125,-1.7456479782086065,0.5926650152211563,0.13096483203652956,0.880175562688505,42.8640517094481,98.5661929857659,-2.601958258209161,-4.6796364133089464e+16,-64.85371460442886,-2.9626520228876614,120773680887.85521,128879279337.62936,-1.3542294583389367
143110A,P4_base_depl_0.50,P4,0.11329818795616169,0.051916903764149244,0.05523015419035618,0.0,0.007180412732610305,0.0,0.05564736038753006,0.0,0.05962050532208967,0.0,0.1771991687621584,0.01,0.10379005871063864,-0.0856938631626961,0.06138128419201244,3652,37,0.4397590361445783,0.06,6,0.44,6,0.5357114665395102,0.5436635051867692,0.99317200688402,,0.980158857593222,0.9834779209366541,0.8954179775373959,0.9290266732579995,0.9532867549767796,3.46601320412204,0.6374379835510869,0.14085859010645402,0.8807273805035909,29.386141658075417,20.758011742127707,4.367534714966708,-0.0,-0.18387504489838963,4.967487463098357,0.0,0.0,-4.935457152617923
143110A,P4_base_depl_0.75,P4,0.07155457234001104,0.024375867800525867,0.06156713968415415,0.0,-0.01045492566163587,0.0,0.05660719550740983,0.0,0.060578882826383414,0.0,0.014238399061274148,0.01,0.0553298839116552,-0.03846569798405197,0.04717870453948518,3652,37,0.4397590361445783,0.15,6,0.4,6,0.6326317912362593,0.6383732454109896,0.9887902990214364,,0.9920180712902612,0.9947365110792584,0.9550641862310667,0.9660556740095341,0.9683403923281292,1.1148849425976173,0.4043044521603091,0.0893416404021039,0.896701621104981,17.777379017394868,11.065976782331036,1.800842699753899,-0.0,-0.3002285195998882,2.8673834108074625,0.0,0.0,-3.0012696464141753
143110A,P5_compensating,P5,0.36670184724060784,0.9358019626508035,0.1551430741524761,1.0,-0.15482016332878684,1.0,0.17534799222423408,1.0,0.08782448284241866,1.0,0.3158719426506006,,0.6887890460242547,0.6540792661252677,-0.5691001154101957,3652,37,0.4397590361445783,0.06,6,0.5,6,0.25693457118190305,0.2577996133231165,0.20312246357701222,0.0,0.8942385104579564,-1.1901383850153762,0.6853029810909956,0.6853029810909956,0.08492712104702671,-6.501478932781759e-15,1.4716969196196248,0.3252099161188718,0.4576330969006328,4027.404624844761,137.7578092048509,-29.826140869551285,-1.4878003601683053e+17,-97.14949032125443,-30.041673055938467,5529851973247.762,8172380891802.469,55.60977126566215
143110A,P6_shift_1d,P6,0.24474083471045438,0.049966781109246995,0.5624419083279615,0.0273224043715847,-0.1691152152929373,0.0273224043715847,0.6219848835088962,0.05405405405405406,0.3152023708515442,0.02051983584131327,0.1980624389283791,,0.12463290604423367,0.027014533112238764,0.1947740536012074,3652,37,0.4397590361445783,0.07,6,0.44,6,0.9517863504235289,0.9510590920407703,0.9751263089046658,,-0.3587791387721624,0.8542352256302372,0.3525841897666919,0.35401615698635946,0.9504554826297805,2.2738457003751287,5.275079834570178,1.1656668215112596,-0.1529892647104698,76.57298485312113,24.926581208846656,2.6114963203543806,-0.0,0.03285035645552657,-49.664285228905456,0.0,0.0,-1.2511494913163277
143110A,P6_shift_3d,P6,0.3724692232596825,0.09739197492482049,0.7127306490486228,0.0546448087431694,-0.530659775152131,0.0546448087431694,0.7540673190012028,0.05405405405405406,0.476378736171958,0.049247606019151846,0.48049584608966556,,0.21083683720551458,0.03805368614963713,0.275077248334862,3652,37,0.4397590361445783,0.07,6,0.44,6,0.9110854624912547,0.9036032550016609,0.7495789369219488,,-0.8786759270394402,0.6356076872767391,0.07850374114316017,0.0786969013299843,0.9079664358900026,2.588713794701143,6.202696574107489,1.370647995307125,-0.5625416000021373,731.8567510051539,42.167367441102925,3.005207298838231,-0.0,0.08988517136415689,-84.82410655435739,0.0,0.0,-3.097884438043986
143110A,P7_var_compress_0.80,P7,0.40719838176306766,0.9373723493395423,0.09407518600720481,1.0,-0.08516110580843138,1.0,0.09898911096123715,1.0,0.1421236915125912,1.0,0.1398810356011592,,0.713044338631043,0.7000460536365753,-0.5301739675764746,3652,37,0.4397590361445783,0.13,6,0.52,6,0.08862931240710925,0.0912094990937574,0.537621290362456,0.0,0.9577846600503651,-0.5062696508836919,0.8077840512246751,0.7952724712479513,0.7267430575638157,1.5772130833200375,0.9298004390512477,0.20546371930254478,0.6562090125424358,2160.7764628514874,142.60886772620856,-17.820163906231873,-4.13969933755316e+16,-95.28202437134829,-18.0194443096954,7940534481570.637,8388544716913.391,41.785873316500414
143110A,P7_var_compress_0.90,P7,0.33284063178863893,0.9145134373456344,0.06646808281184172,1.0,-0.038500936581459366,1.0,0.07074000039101798,1.0,0.089582009515072,1.0,0.14079209930279538,,0.6547002856478666,0.645584783902909,-0.5816728055569955,3652,37,0.4397590361445783,0.31,6,0.45,6,0.13840609326852435,0.14782204480179256,0.9106213808230634,0.0,0.9510356140880346,0.09774167180263871,0.8360019729431942,0.8394168647909057,0.8431300633010085,-0.40802774616703025,1.0013704180506495,0.2212789775644433,0.7691107539261647,1091.4466751369416,130.94005712957332,-10.413420362683512,-4.4912978881317096e+16,-92.01088988657084,-11.569320539131564,3987403117251.226,4276307060474.437,20.535996224844038
143110A,P8_mult_noise_0.10,P8,0.03526822206583894,0.007754888940047791,0.041866664424609276,0.0,-0.0014326521717353846,0.0,0.051386919437021304,0.0,0.03972665302242325,0.0,0.06330885224768779,0.6976765551428676,0.021973094372477867,0.00018632575708083646,0.02751333312579115,3652,37,0.4397590361445783,0.28,6,0.44,6,0.9960942072904484,0.9961747838628094,0.9997168015588527,,0.9898775440611608,0.9988692193910195,0.9524704366565526,0.9662199806194255,0.9689813694730114,-1.547340808059239,0.455299893788936,0.10061041665175247,0.9114462708014446,7.895439852161392,4.394618874495569,-2.0423759704192244,-0.0,0.05627719336188583,-2.3179534874897625,0.0,0.0,0.46092108740022775
143110A,P8_mult_noise_0.30,P8,0.10335373885470533,0.02340362011335791,0.11349874026063539,0.0,-0.0021953870344447396,0.0,0.09511398106026506,0.0,0.11854798174475391,0.0,0.013658694922610586,0.4403283140567332,0.06597427604900766,-0.003794652553166457,0.07995011874134743,3652,37,0.4397590361445783,0.18,6,0.44,6,0.9966295924679296,0.9962294447434678,0.9959127434596654,,0.9797772403329409,0.9896021574787225,0.9636277231719215,0.9712879670670037,0.9568737665910259,2.6755302457223484,0.6435389117759985,0.1422067497239815,0.8188273953752658,24.256920270053154,13.194855209801542,2.6046069373662766,-0.0,-0.15142477046202643,3.3725157069639127,0.0,0.0,-4.647581718637965
146010A,P1_peak_damp_0.70,P1,0.0791604086572725,0.055404685918775426,0.14439714589303493,0.0440208238325075,-0.1418884463308916,0.008037534891958431,0.16605322327667363,0.0,0.0850115937323128,0.05507566484021223,,0.927408974281563,0.06359255499853149,-0.008477053456789023,0.023755722738497076,3652,37,0.011500547645125958,0.06,6,0.18,6,0.9600529602449762,0.9517734885342793,0.3646448594817418,0.9862278016960232,0.871794256434858,0.9889850335190737,0.6048592373134332,0.7360037887718105,0.7817037651242646,-20.645812249042486,2.5501891152406717,0.3580582963221799,0.7591294219372198,12.735481913405877,12.718510999706298,-29.862444847656153,0.026337278075270604,0.31934531733676735,-30.836176048551074,1.1591367407310005,-2.8650672675678304,5.366354100677102
146010A,P1_peak_damp_0.85,P1,0.06388043250449345,0.055468429584084246,0.07928493293397812,0.042936770889136874,-0.06463430730348355,-0.0033562435958240495,0.08539645553916969,0.0,0.06428989310846023,0.05594649195148254,,0.05616562982176891,0.05974107399904527,-0.004398633048531302,0.008412002920409202,3652,37,0.011500547645125958,0.06,6,0.06,5,0.9779435000626355,0.9745903365762658,0.7264771259782357,0.9953911769148593,0.9745573135626322,0.9909837646198772,0.8845352676028532,0.9133145223281487,0.9048833300560003,-8.552401901625467,1.1360570199340692,0.15950763755183567,0.863380259300002,12.106995396112092,11.948214799809056,-12.04012147160036,0.032963037086363445,0.35023820863654664,-12.108566970961952,4.974449945716144,-1.6116269601932547,-1.7284576103913207
146010A,P2_peak_infl_1.15,P2,0.06629741555757708,0.056360805555485075,0.08336369791620543,0.04530254736604692,0.06328073875835383,-0.005503192721553297,0.08114005480094696,0.0,0.06872771013845119,0.05801323496164111,,0.020624163165002478,0.06118542784719213,0.003952056008165704,0.009936610002092006,3652,37,0.011500547645125958,0.08,6,0.06,6,0.9811704838372474,0.9787306679726533,0.7562810151239383,0.9698572905239129,0.9199939130552607,0.9905380937428527,0.7185076234319643,0.8315688618759554,0.8669704398595854,12.5979025399085,2.01455979197932,0.2828534725697022,0.819301727638121,12.651045865337512,12.237085569438417,17.291771040533295,0.10219512139164581,0.06311401424736307,17.732743120562144,-1.211769431170142,0.6185862433595835,-8.076319450447064
146010A,P2_peak_infl_1.30,P2,0.07295056432253462,0.05729244746039668,0.1159492305240522,0.050310989893699205,0.11272048363375121,-0.0013552820228891333,0.14462074119528356,0.0,0.07570904060883799,0.058216692117883155,,0.028724473248486808,0.06283353934627599,0.007639420974668386,0.015658116862137937,3652,37,0.011500547645125958,0.06,6,0.43,6,0.9640937528975742,0.9561744133843777,0.43242225841237814,0.9980309319781903,0.814455190290995,0.9898784111099679,0.529435971141785,0.7224990028268634,0.7415175391021906,25.17088642057786,3.0679130864422,0.430749126184842,0.7178481017321273,13.104257159236008,12.566707869255175,37.29918810617629,0.07111647632006897,-0.5222113713881453,39.08662992635921,-3.018884735424254,-2.3602304995913967,-11.42420269320889
146010A,P3_base_infl_0.10,P3,0.06737176352164041,0.2921981961562679,0.053268828091502074,0.7955793224748686,0.001952544519044561,0.7955793224748686,0.05039638288777259,1.0,0.05861336075030655,0.382133624265096,,,0.13590448451905757,0.10891837941792622,-0.22482643263462748,3652,37,0.011500547645125958,0.64,6,0.06,6,0.6674846385248486,0.6772369106952081,0.9971836533372784,0.0,0.9931962797341019,0.9547141159982098,0.9671458940801488,0.9715595792096969,0.9638578095613551,2.7005430366960397,0.5874783568601877,0.0824846668532897,0.8943654361616633,98.71002066151634,27.180896903811547,1.2230749528813845,86.35644377673039,-10.343497479214363,1.2622506562464066,243.26351591016413,66.7479247801371,-2.1782810782848343
146010A,P3_base_infl_0.25,P3,0.08844790141644282,0.4045402279089933,0.05669737680215608,0.896116324446951,0.0010155136294361137,0.896116324446951,0.06931953632973692,1.0,0.0604737310489955,0.5445896528122717,0.04316750151803744,,0.201675860906183,0.17926982300086208,-0.3160923264925505,3652,37,0.011500547645125958,0.71,6,0.06,6,0.44952600780162355,0.45952259851831506,0.9968845480999974,0.0,0.9792680311048769,0.8685202434375475,0.9547068263975564,0.9500739028886507,0.9452818383804993,4.159403053140799,1.0255076894178672,0.14398600242774676,0.8543449406125815,239.10106446127492,40.335172181236615,0.9844372195442127,90.56893947201216,-23.48300754212795,0.5332021766246489,606.5876323685769,166.62943176696047,-1.242939866855171
146010A,P4_base_depl_0.50,P4,0.15112873674315042,0.2985555003481961,0.058538716187223394,0.25974737244886886,-0.014479363632654674,-0.25974737244886886,0.07483404847114139,0.0,0.05644346701096197,0.31550723699093625,,0.01,0.24625453809548556,-0.23025508111088513,-0.1474267636050457,3652,37,0.011500547645125958,0.1,6,0.08,6,0.30493046677529345,0.3147627743111377,0.9908873880050546,0.0,0.990164382416712,0.8825353280661659,0.9280594801034299,0.9243046448767195,0.9148057729580722,-6.531452458360142,0.7063492106515151,0.09917468216882791,0.8520027852000671,38.0081454480641,49.25090761909701,-3.2821952756694897,6.844053303826185,38.78444076559347,-3.784508995522646,-52.14610537871882,-51.39538508303446,-7.781399699194819
146010A,P4_base_depl_0.75,P4,0.0894501537426184,0.1336935217316324,0.059457772064650256,0.11053720064785794,-0.002640396902301578,-0.10949585662093415,0.056946190867415314,0.0,0.062107669249036546,0.13994509942598,0.044781217626996515,0.01,0.11919793215246782,-0.0991982822092565,-0.044243367989014,3652,37,0.011500547645125958,0.3,6,0.06,6,0.4359695857147171,0.44269172723986394,0.9979739919144504,0.24768230676017847,0.9429439379684625,0.9710858368230025,0.8176349890085883,0.8429204010753614,0.9537096569027944,2.2120216618645268,1.7012555055551235,0.23886410787629314,0.8542258165211216,21.13466065056673,23.83958643049357,7.448032062701098,2.9752050540068327,17.661930068183306,8.579070370857808,-26.81888857595475,-27.447920430106322,-8.634920801687528
146010A,P5_compensating,P5,0.2128185834645494,0.6920417715145811,0.1411027797619273,0.9805694416105323,-0.13860219996979198,0.9805694416105323,0.18481777110616343,1.0,0.08412759596597674,0.8500289518145577,0.330399348876224,,0.4346034647625036,0.4025225798077788,-0.4792231880500317,3652,37,0.011500547645125958,0.06,6,0.07,6,0.2677906364909371,0.2693016061961082,0.3639865402268342,0.0,0.8848709023516257,0.15863893990040479,0.6875562194541707,0.6875562194541708,0.7501668806605506,-1.1494287897274914e-14,2.41663575772015,0.3393067898648276,0.574276426349082,1436.074108376916,86.9206929525007,-29.29071550570022,95.40281624106927,-67.96591632889279,-29.95217659566538,3490.8540040255866,1004.0387342009813,20.353055935650676
146010A,P6_shift_1d,P6,0.1825336488759949,0.16095406574921725,0.3648179082186217,0.28912356705124675,-0.07383526201109866,0.11534209837214739,0.5039509644615978,0.16216216216216217,0.22079629873434697,0.19442204103598246,0.3317361403250192,,0.14247955780284777,0.010150044238119407,0.021579583126777657,3652,37,0.011500547645125958,0.07,6,0.06,6,0.9629488988697575,0.9649064264651344,0.9826124302118409,0.9393184458824422,-0.05376635166072363,0.9046569969826158,0.49547967780841007,0.49708239694005996,0.9547847204004796,2.1441050251926512,7.311236125718388,1.0265312229351446,0.2809583616703958,32.34645258298294,28.49591156056959,3.0308570648146143,0.0457551893104202,0.3028960051998156,-14.539336016853957,-5.1856665419957,-0.4787736974223023,-4.2438092492463415
146010A,P6_shift_3d,P6,0.3156166362106292,0.25927313415817144,0.6067045542105617,0.4375732935153189,-0.2774442800175925,0.25317560187039373,0.7319070250043167,0.32432432432432434,0.39048155461844997,0.30609690042085963,0.7655543007678999,,0.24124940330759023,0.02435693774125744,0.05634350205245775,3652,37,0.011500547645125958,0.06,6,0.06,6,0.9322556383355248,0.9334345131740167,0.9422152956910207,0.8491580758914952,-0.63733624759824,0.6882058897860799,0.12691870307021103,0.1274251846611706,0.8937706837128472,-0.8016292871082975,9.113550093005763,1.2795844042493798,-0.12159579087264616,76.66348683882019,48.24988066151808,-2.2157403826709663,0.05879919732148239,1.3181718756122096,-79.07491542247959,1.9824248707885366,-3.364625309260946,-2.7704568122263526
146010A,P7_var_compress_0.80,P7,0.1734691989988189,0.6234219683623257,0.10746925546511614,0.9718219087418316,-0.10032698371954646,0.9718219087418316,0.10753399007353828,1.0,0.07939762429647662,0.7981766690055867,0.24923272038435323,,0.36968307991578514,0.34867181193185365,-0.44995276936350675,3652,37,0.011500547645125958,0.65,6,0.06,6,0.1936282530558555,0.19570135491445032,0.4869319769553524,0.0,0.9509811467139868,0.421371274842934,0.8217720434030432,0.8136466901020016,0.8544408352893367,1.0011472543485584,1.5768857209402292,0.22140201734856266,0.7060076773453707,960.1986510711387,73.93661598315711,-17.64216912571213,95.04358186606969,-53.46524793580239,-17.128006293617247,2401.698109869708,685.7146251029168,13.049092888132115
146010A,P7_var_compress_0.90,P7,0.11827718522186183,0.5120116462563943,0.0695263272204704,0.9469464861132805,-0.048221973075981965,0.9469464861132805,0.06555597449859418,1.0,0.06570765191072554,0.6838738413923552,0.23329410782557256,,0.27485574512104644,0.2577790128806773,-0.39373446103453247,3652,37,0.011500547645125958,0.65,6,0.06,6,0.30073905989343896,0.3082928140190533,0.8136714320973283,0.0,0.9827647743579192,0.707476989421129,0.8920078630345999,0.885330990070771,0.9257093041081962,0.7559691947391226,0.9350334197372181,0.13128299829787876,0.8240814505870153,490.9052299556601,54.97114902420927,-8.569223552539627,92.84864820896823,-34.31778676931325,-8.699188958287586,1286.9934895297536,347.40624299485125,5.30188404846714
146010A,P8_mult_noise_0.10,P8,0.03981379685357976,0.03732900281757197,0.036270497391593014,0.029457952686263666,-0.005181273585266569,-0.0027766809064473327,0.03360277718144228,0.0,0.04012326146776913,0.03720186268143798,0.28843630298870815,0.05833970533042693,0.03974382966283651,0.000382488179058111,0.0024847940360077925,3652,37,0.011500547645125958,0.06,6,0.13,5,0.9960807995054088,0.9957297986754788,0.9882088086475594,0.9997565699668354,0.9939101231331622,0.9960255876360073,0.9584391798933913,0.9621468396017658,0.9832268305457545,0.3593070398580548,0.5558055800908847,0.07803766313029754,0.9285112644375192,8.09451933990573,7.948765932567283,0.40048691892049226,0.04027958873801005,0.42628607895230797,0.6286042282279755,2.6670689654282973,-1.2732484599634435,-2.2488242662413
146010A,P8_mult_noise_0.30,P8,0.11786587325240956,0.11199436387154996,0.11941359625376645,0.09025277398810505,-0.009243179450788872,-0.01159325426579937,0.11684575214291208,0.0,0.11921218907664138,0.11450316368002557,,0.01,0.11681587029893567,-0.004204022398298625,0.005871509380859605,3652,37,0.011500547645125958,0.17,6,0.06,6,0.9965697170812494,0.9962103124459573,0.9976932366717163,0.9964338473282502,0.8832627891232345,0.9652037294528711,0.8617545647738248,0.8907913245821528,0.9439589116362048,2.9448059945836182,2.433454908382079,0.3416682760760289,0.7466288197274301,24.54467481494178,23.363174059787156,3.2241795819489214,0.47680919868817123,2.2217039419454117,2.4500675371165013,-5.803949694683481,-2.564689634400697,-11.187325005151848
138113A,P1_peak_damp_0.70,P1,0.07904048261713248,0.027179585887056715,0.14469697534360978,0.0,-0.1428759472933345,0.0,0.16954367778634327,0.0,0.08591333314717696,0.0,,0.22193970837608235,0.05232614181967732,-0.009963980069621617,0.05186089673007577,3652,37,0.21905805038335158,0.06,6,0.22,6,0.9393291870353565,0.9275746567212314,0.2859563588631569,,0.9077974540340207,0.9943276904947856,0.6272130947060031,0.7510310185724041,0.7514900801589552,-24.35569409362452,2.3314914341180897,0.3036487213310462,0.7411080454271507,13.159001833870779,10.465228363935479,-28.69494024578337,0.15336657715448776,-0.08555454263445583,-29.53347203413321,0.0,0.0,4.880091192480919
138113A,P1_peak_damp_0.85,P1,0.06432329842297191,0.027233604420500348,0.08518856768948839,0.0,-0.07416133197639492,0.0,0.08397982759631319,0.0,0.06783511876437641,0.0,,0.2384846300625515,0.04847678172137249,-0.005466275774499927,0.03708969400247156,3652,37,0.21905805038335158,0.06,6,0.22,6,0.9660926661610223,0.9613074604286709,0.6144635436711454,,0.9748110134845821,0.9955463077703682,0.8345159586011138,0.8766951859792195,0.8722386395201364,-12.242257670551412,1.2186183529540802,0.15871038565707632,0.8515815702691982,12.37460765098172,9.695356344274497,-14.25609874275171,0.24284234510459224,0.1788764767604948,-14.079525333715432,0.0,0.0,-0.5597929936366378
138113A,P2_peak_infl_1.15,P2,0.06155582244250871,0.027000780014255817,0.08086490413482243,0.0,0.06275892264433205,0.0,0.07982087281563201,0.0,0.06342458593658923,0.0,,0.24170023888291572,0.04729227767304494,0.003237335901437455,0.0345550424282529,3652,37,0.21905805038335158,0.06,6,0.22,6,0.977844607117127,0.9745671028969098,0.7387110679397797,,0.9486327942185768,0.9958226316247591,0.766036156172191,0.8532699406968822,0.8548005370648804,14.103686361305147,1.7402247402421132,0.22664334488668142,0.8238110400681351,12.359031787676455,9.458455534608996,16.417417918167196,0.24013000922154618,0.6215864989465382,16.816318622421374,0.0,0.0,-5.41831308785903
138113A,P2_peak_infl_1.30,P2,0.07360750069207443,0.02708542664465051,0.11842438828421498,0.0,0.1156436937772402,0.0,0.12817066517897718,0.0,0.07983481773662904,0.0,,0.25897449896410035,0.05105472958244461,0.010733317495614113,0.04652207404742392,3652,37,0.21905805038335158,0.06,5,0.22,5,0.9361525843102997,0.9276737786810463,0.3064645707920375,,0.821913493893939,0.994846033812749,0.5053543110635574,0.6960356847943828,0.7044663466989091,29.257534503077647,3.240245187941694,0.4220029693095311,0.6949090035342094,13.66345266388278,10.21094591648893,34.261039620887516,0.03597883246087596,-0.12984082365184024,35.19542557758581,0.0,0.0,-7.744846911278057
138113A,P3_base_infl_0.10,P3,0.0981762482104237,0.6313626308191269,0.05721094544839881,1.0,0.0013350931506477,1.0,0.05775013878403975,1.0,0.05938555284421671,1.0,0.019683533326583826,,0.3070804541005413,0.2813848346321783,-0.5331863826087032,3652,37,0.21905805038335158,0.52,6,0.18,6,0.5529810656928376,0.5626332939338481,0.995110913211674,0.0,0.9661033820094891,0.9748943056266276,0.9102152623289291,0.9311695303527456,0.954363672766127,-2.3935152984150068,1.4136456203908798,0.18411034188907197,0.8653776518667546,42.28161272067837,61.41609082010824,-4.094798691319569,74.28180659303403,-13.590132637018494,-5.6058853877000905,444371131377.37524,487950544229.4411,1.3080902855556173
138113A,P3_base_infl_0.25,P3,0.11700249549783455,0.67651089933139,0.06396822241585198,1.0,0.0024523499322299984,1.0,0.06737420748216043,1.0,0.059377793755825546,1.0,0.017492491526249352,,0.34854996548322137,0.32822082314458867,-0.5595084038335554,3652,37,0.21905805038335158,0.57,6,0.19,6,0.4400593953185623,0.44997400133240556,0.9991400491874316,0.0,0.9896522540968133,0.9149185385388622,0.9809280330610218,0.9729802192462718,0.9604287913207367,1.8315560384116696,0.7810615257027667,0.1017238708621859,0.8837450436547354,90.6892632778576,69.7099930966443,0.7737525292506471,74.68481942135227,-26.43171616519064,-0.48379058805201014,1083990406356.6439,1198766761087.0374,-1.0796600691625704
138113A,P4_base_depl_0.50,P4,0.14269251961741586,0.13450996934345658,0.06207580472168544,0.0,0.0035620063298317304,0.0,0.06027106025359193,0.0,0.059538018185484265,0.0,0.3010389453988543,0.01,0.1768266241178202,-0.15867802978776016,0.008182550273959283,3652,37,0.21905805038335158,0.3,6,0.22,6,0.3881549281827397,0.3957347251010806,0.9961111124440565,,0.986460953183169,0.9597540507177491,0.9511687429084481,0.9562230677964884,0.9684767745968134,0.4905938379560396,0.8934215269221925,0.11635740980629912,0.8796227623654319,34.99498471399528,35.36532482356414,2.153707923432517,8.572376234280723,20.625809984967244,2.299098944567589,0.0,0.0,-5.572308411335696
138113A,P4_base_depl_0.75,P4,0.08381497352006653,0.06051438152365236,0.054444647084722964,0.0,0.0045650992084206865,0.0,0.0525584085402744,0.0,0.05878236999667337,0.0,0.1993778271729484,0.01,0.08716884090188493,-0.06836486775162785,0.023300591996414176,3652,37,0.21905805038335158,0.26,6,0.22,6,0.4797802945372805,0.4862830408555645,0.9971676024455706,,0.9654584782315779,0.9893254319789836,0.952257462698554,0.9519220457229722,0.9612262659773461,0.037577782384815794,1.4270299928386772,0.18585349544310997,0.8684646092317143,19.75468103357713,17.433768180376973,0.6176759195835418,3.757697457468071,8.965280741476587,0.4510318525812192,0.0,0.0,-3.3562331283374536
138113A,P5_compensating,P5,0.3156575868350949,0.8899078189562721,0.14526487888533673,1.0,-0.14402188975664676,1.0,0.17520875487956616,1.0,0.08595532959150126,1.0,0.3180764574668537,,0.6222337660332813,0.5894299578493419,-0.5742502321211772,3652,37,0.21905805038335158,0.06,6,0.45,6,0.2589501297117273,0.2598151718529408,0.25376076939519276,0.0,0.8776379854840214,-0.6786474466561736,0.6624267222955523,0.6624267222955522,0.31404390540500826,7.614093190828566e-15,2.6858742573903047,0.3498028223384977,0.47116198996448444,2156.3374086612885,124.4467532066562,-30.834742563446106,58.78045516105376,-89.18117542713142,-31.76205988213738,16485006952237.139,22225211369391.625,30.921967460283682
138113A,P6_shift_1d,P6,0.18033404544963894,0.06299745102470423,0.3721866998679285,0.00546448087431694,-0.05267547834030594,0.00546448087431694,0.5632556531695954,0.0,0.20984438545169593,0.008207934336525308,0.1758703671546014,0.01,0.11101738597848561,0.01295751009140808,0.1173365944249347,3652,37,0.21905805038335158,0.06,6,0.21,6,0.9495686279055399,0.9498090517262723,0.9558465802220365,,0.13655131061352577,0.9342945898516836,0.5535026943062913,0.5532072633285112,0.9631290344071686,0.40620734913954254,7.134780798892636,0.9292193978746215,0.15446739063817916,31.944246493403433,22.203477195697047,0.6640911221235439,0.10451933167198153,0.7146169290158538,-16.739662390750322,0.0,0.0,-2.0503967848688696
138113A,P6_shift_3d,P6,0.322480705907975,0.11154685530361497,0.6239907814523595,0.0273224043715847,-0.25814026223749176,0.0273224043715847,0.7520410121539257,0.0,0.40183384812824496,0.027359781121751026,0.281383883528088,0.01,0.19857692019053755,0.03610552901021946,0.21093385060436004,3652,37,0.21905805038335158,0.06,6,0.22,6,0.8811424784507835,0.8794794401277455,0.9719183786325807,,-0.6447335866441501,0.7902632102054741,0.16060043621303544,0.1605026864159954,0.9317827914529436,0.38044948164859477,9.847140808234311,1.282471670893416,-0.3140056183735951,80.79255067560784,39.71538403810747,0.11102212817171296,0.13542293748066475,0.6210944536465537,-74.55818697159364,0.0,0.0,-1.3904712102990562
138113A,P7_var_compress_0.80,P7,0.3035795052991951,0.8614661004449884,0.09931874611606742,1.0,-0.09246538116173403,1.0,0.10555262596320167,1.0,0.10153265407982609,1.0,0.15653448904851525,,0.5935981803286308,0.5799041635552438,-0.5578865951457933,3652,37,0.21905805038335158,0.18,6,0.36,6,0.11187814288256033,0.11535631201827096,0.5530522199570402,0.0,0.9525181215670907,-0.11483647731488444,0.8076965161621182,0.7967458678881675,0.7963032488423089,1.3775556805024034,1.673117005705515,0.21790336948498357,0.6731706830368909,1165.4154010646816,118.71963606572618,-17.96429024004554,79.94557335425313,-78.38829600654266,-17.99305961507885,13968796444974.658,14926859463928.668,21.719595304008685
138113A,P7_var_compress_0.90,P7,0.22943335488381347,0.811025826964627,0.07087959722304625,1.0,-0.04059085891367469,1.0,0.0689175810386505,1.0,0.07637048242853653,1.0,0.16577650510605024,,0.5132465763901669,0.5011529233083506,-0.5815924720808135,3652,37,0.21905805038335158,0.49,6,0.27,6,0.1758985816015462,0.18521969727771304,0.8952234509085255,0.0,0.9703604789135114,0.35476536103497813,0.922389611604898,0.8929611224083651,0.8909963009791497,3.609595001688808,1.321898039809481,0.17216132285298152,0.7872020605840746,587.9267479768758,102.6493152780334,-4.710901140095826,79.24085318431321,-65.32938012618051,-4.374675913290459,7089222539432.279,7684565089341.906,7.2826514806209
