basin,perturbation,pclass,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
105102A,P7_var_compress_0.90,P7,0.3557090104008351,0.918064744596398,0.0672052813128067,1.0,-0.046479647458048313,1.0,0.06174383755549001,1.0,0.08184570926853141,1.0,0.18029046201229726,,0.6723579769519755,0.6590189346141775,-0.562355734195563,3652,37,0.2677984665936473,0.17,6,0.59,6,0.14856400315410181,0.15684456040789685,0.8420299788207272,0.0,0.9823509803604854,0.2332907239968638,0.9250014716421063,0.9102524464803631,0.7924280032862753,1.6568599235746164,0.592604292720347,0.13284961286926883,0.8002085261844791,7223.367423989332,134.4715953903951,-7.5548723005573315,9.076070601771198,-83.78820234460234,-7.428085974000477,6760815905275.702,7229803783646.6045,12.054855063351258
105102A,P8_mult_noise_0.10,P8,0.037628608759765,0.014602668803392713,0.03836511480243792,0.0,-0.006530435938264507,0.0,0.035807751790535636,0.0,0.038049964088415926,0.0,0.013959307440335862,0.01,0.028535632694065328,0.0006401434925621633,0.02302593995637229,3652,37,0.2677984665936473,0.21,6,0.27,6,0.9945550922883821,0.9944018654200445,0.9831036352735323,,0.9864808103487219,0.9990435614050795,0.9844226657363352,0.9851924723335607,0.9823826144146937,0.08442203647136177,0.518656506160286,0.11627205017233543,0.9213973328696018,7.851749616542475,5.707126538813066,0.7754663429101687,-0.08086946085482802,0.059490361309100015,0.15312849320210806,0.0,0.0,-1.0372826558352046
105102A,P8_mult_noise_0.30,P8,0.11309611601728413,0.04507745285658589,0.1183897040883731,0.0,0.009669506723955853,0.0,0.1068397336185591,0.0,0.11839584320550756,0.0,0.18750303639146493,0.28393285420817216,0.08674341043602185,0.003661172742300658,0.06801866316069824,3652,37,0.2677984665936473,0.36,6,0.27,6,0.994187973967929,0.9942425717299166,0.9963768797914861,,0.9406815034621012,0.9913882962990535,0.9116658546525112,0.9381227616882052,0.9347540180360758,5.5689055359770085,1.0864245415309521,0.24355388836538588,0.7729917707694615,24.970534071668347,17.348682087204335,7.503485984349186,0.8259953267572387,-0.004562352343305125,6.750099177301409,0.0,0.0,-4.916787633378236
112102A,P1_peak_damp_0.70,P1,0.06996864195675906,0.06219021190210919,0.09630188520253496,0.06449657228940339,-0.08684081865745379,-0.005546467121167362,0.14500835731543704,0.07387106183963986,0.07223070155656898,0.06269502041681994,,0.09876106831426817,0.06313506766702534,-0.005618991542131001,0.007778430054649871,3652,37,0.0,0.08,6,0.33,6,0.9769878103211976,0.9696851032035692,0.6339811323317397,0.9995583887185294,0.917412317587973,0.9742773968116543,0.7884142826167505,0.8334884937855073,0.9311876865102049,-5.648062238578081,2.8777771252027877,0.2873807272800787,0.8535297193064945,12.608631648623142,12.62701353340506,-22.56858308982371,-21.074638483874725,0.3961467498507649,-25.89669675441253,-6.567623469293266,0.534879449203696,-4.838613450900821
112102A,P1_peak_damp_0.85,P1,0.06376376645522203,0.06027154227575524,0.0725947141140711,0.06209026525645784,-0.04364217936244859,-0.0030992640787658172,0.08071210380115565,0.049553102554236145,0.06519520197421871,0.05901268667535087,,0.55431910740988,0.06111529071641947,-0.0022793122961097495,0.003492224179466784,3652,37,0.0,0.12,6,0.12,6,0.9917588806927491,0.989632480547528,0.9012701423136311,0.9976392731042752,0.9605569801486694,0.9760543494595574,0.9098382725589981,0.9292767852185005,0.9690087162055689,-2.2227874015460296,1.9887701628926733,0.19860266828854678,0.8713991599159854,12.315113943221002,12.223058143283888,-9.774143790237163,-6.96502678663723,0.2416370513968587,-12.496459005340704,-5.430135137961419,0.13975767021582322,-5.795409536810583
112102A,P2_peak_infl_1.15,P2,0.06002921248637676,0.05954879316635821,0.06532003942988794,0.06519568634365915,0.03147797936794421,-0.0054364053673999135,0.06561860577953318,0.05907644271033354,0.05839555948717483,0.0600125444829635,,0.09382609459593735,0.059290377515847405,0.0036621513006100644,0.00048041932001854915,3652,37,0.0,0.12,6,0.06,6,0.9903317040985694,0.9890445893800375,0.8828978298773057,0.9945719395792271,0.9385967415716405,0.9774530833088649,0.8474921297547308,0.890658627542221,0.9523855775963154,4.1942564657420265,2.481391131123918,0.2477968087533806,0.8720304746287005,12.09465176026865,11.858075503169442,12.262828520946213,-16.011807977080583,2.1583551984603306,12.346157560701315,-3.8152264455403984,1.7789011414813167,-8.99697840571297
112102A,P2_peak_infl_1.30,P2,0.067270950759034,0.05955130087152864,0.08560658074898089,0.06087835667273131,0.0664210671393585,0.0009035456347548497,0.1028046208510912,0.05663185876615122,0.06875382868651844,0.05846597671999679,,0.09694274733574268,0.0616801111088129,0.002859810458443612,0.007719649887505356,3652,37,0.0,0.07,6,0.08,6,0.9824885814094475,0.9786692905734707,0.7476739485642867,0.9998482102384083,0.9097699691494547,0.9754378776009834,0.7716528546061613,0.8428864855305929,0.9216831328177041,6.708838231158922,3.0079808675066557,0.30038314009036077,0.8471336898322246,12.572921435504686,12.336022221762569,23.71569206339541,3.0621802335329154,0.7692166429041984,21.963522567722947,-5.791166626384852,-1.1008490862389209,-10.085997840306348
112102A,P3_base_infl_0.10,P3,0.06678534620349498,0.1167100312976763,0.056848163888624556,0.19441279123487074,0.005516216389425711,0.1941258762510086,0.0719048737000906,0.2596907125060517,0.06098958773494556,0.13441877364343718,,,0.08484869596532811,0.05674251251240966,-0.049924685094181326,3652,37,0.0,0.06,6,0.06,6,0.7246460170333013,0.7345229421222592,0.9963005286953649,0.0816418628758592,0.9634548524504393,0.9530139709066132,0.9230752670885132,0.9360020622455841,0.933809957235158,6.031516777618969,1.91431929377683,0.19116785176791812,0.8576681175584725,19.274940885677772,16.969739193065646,5.310310651842117,13.608107662992223,-8.026770717481822,5.219554703176511,24.423356738007634,27.040515772664442,-7.194257641443323
112102A,P3_base_infl_0.25,P3,0.08156710459352384,0.22519162077549307,0.06186001686285512,0.36502489912115144,0.004578474118071512,0.36502489912115144,0.0657808859205844,0.4674555082386119,0.058859158756798674,0.28215905318532586,,,0.14020743021957557,0.12007846378356771,-0.14362451618196923,3652,37,0.0,0.3,6,0.06,6,0.45041529678250697,0.4603845938633125,0.9990074544731901,0.0,0.9580053893837356,0.8701098154371169,0.88037000055468,0.8800670868905424,0.8784749606156645,10.717522229950752,2.05208948958719,0.20492586614740557,0.8161065982449157,36.35059857276349,28.041486043915132,5.85683928978235,41.619225659220646,-22.1109176366161,7.740446271007298,72.69981831010112,70.973836714336,-5.669613342737816
112102A,P4_base_depl_0.50,P4,0.15108999516461308,0.31760828361497717,0.06017375207275872,0.3326169003757827,0.006116156688567094,-0.3326169003757827,0.07138533052629441,0.3388910860758109,0.060721629768400856,0.33238611821699127,0.26089937274626085,,0.24886975705507547,-0.2315881841589122,-0.1665182884503641,3652,37,0.0,0.25,6,0.18,6,0.3024174698158178,0.31241406053250925,0.9935605076635479,0.0,0.9477492711989541,0.6550522243675967,0.8577970113221869,0.7507892132823297,0.8244813200462989,-12.975028735982939,2.288999473870857,0.2285841831821393,0.7721995486377211,38.0885508660469,49.77395141101514,2.5542892218953774,-0.88329338693434,46.29936137389494,1.9202448892993185,-52.89236807591598,-49.749410041005376,-12.831940183823312
112102A,P4_base_depl_0.75,P4,0.08940977581515715,0.1389383515398698,0.06634313347045258,0.14624893277517242,-0.008184335178531453,-0.1451093671895456,0.06215725900068852,0.13920010742167463,0.06282342614430675,0.14347546016682894,0.07472651828441595,,0.11803366827595162,-0.09811557146537518,-0.049528575724712656,3652,37,0.0,0.12,6,0.4,6,0.42054440411845023,0.42891035950223705,0.9947581724668719,0.20637680006965198,0.966924191386219,0.920228955940227,0.9341969750394726,0.8967562190069385,0.9157442769637297,-6.26409328000789,1.821187881570943,0.18186755789249764,0.8418215467255813,20.72230293343792,23.60673365519042,-1.2500946176694603,-16.11645461254958,20.269334414959687,-3.0789221881516196,-29.609174454735495,-25.306658227379472,-10.153612006314242
112102A,P5_compensating,P5,0.0824599776478543,0.16877541478491634,0.10213465917295315,0.2804180141156742,-0.09191162009847414,0.2804180141156742,0.15537994316117576,0.3717086094961056,0.07293945307827084,0.20939093438024067,0.4376486643049007,,0.11179130607296427,0.07833899594632866,-0.08631543713706204,3652,37,0.0,0.07,6,0.06,6,0.5635414654395536,0.5670196345752643,0.6221814449853791,0.0,0.9195644349174357,0.9190620170597343,0.787621582550891,0.7876215825508911,0.9370215385152656,-1.0897072019909063e-14,2.8400342349136194,0.28361164482891804,0.8182255472785447,26.715733573224366,22.35826121459278,-22.2466118031973,31.46393799183271,-14.367440029349442,-25.844720309707046,43.86673939019774,47.98637743716463,-4.0464160614118505
112102A,P6_shift_1d,P6,0.13925220449456774,0.07674460143438827,0.25774911719935917,0.07337564799371378,-0.09136453954374328,0.006375972324490348,0.40969512031471134,0.05705827257701517,0.15604744661350023,0.07073995584752439,0.6420489958462036,,0.09744222886437577,0.0038385050265042175,0.06250760306017947,3652,37,0.0,0.06,6,0.46,6,0.9875801567920561,0.9875239489479937,0.9883342930571765,0.9934782009800298,0.4313165459157787,0.8918586189985519,0.7234569293895923,0.7250677091660394,0.9538783736490084,1.5351094200437096,7.551527580804657,0.754111035646755,0.6869683672206215,19.97605533873014,19.488445772875142,2.9684204645275583,-10.02917682374953,0.4954902454692908,-29.876378728135634,-4.913452599757415,0.4858154167398614,-7.296727008201577
112102A,P6_shift_3d,P6,0.2118149446471638,0.10309243597226055,0.4057325662110758,0.10441347226615784,-0.2544076182099906,0.05279259635415541,0.5944729029006286,0.1043025245714989,0.250380406072717,0.09278844388004123,0.833062128799247,,0.13994499007570987,0.005978092007708303,0.10872250867490325,3652,37,0.0,0.06,6,0.06,6,0.9536982348418255,0.9505836357763221,0.8854376514822555,0.890063832202116,0.026857735951348327,0.7564006828822378,0.5015021867800202,0.5014002590490034,0.906591688095477,0.21343307028446695,9.878424477513468,0.9864797332173894,0.5341019613080131,30.225836883780627,27.98899801514197,-2.1451199858890613,-10.573614495681358,0.9537084873881105,-69.19887771356336,-5.549838465733542,0.06788021206930381,-7.289987524639077
112102A,P7_var_compress_0.80,P7,0.08977438661425372,0.25433462861036654,0.09207445240407038,0.4417889208330203,-0.07558029245112143,0.4417889208330203,0.09655698143520704,0.5733467672659832,0.07830872654501127,0.334235241036372,0.5236706606642629,,0.15008192294900385,0.11065007649629928,-0.16456024199611283,3652,37,0.0,0.69,6,0.06,6,0.46754626760276047,0.47216693087911593,0.6285860729716761,0.0,0.9427714920240456,0.8351255870195647,0.8350927955861004,0.8199774638207572,0.9149106007915173,1.8605497244307532,2.395552694251311,0.23922480635576734,0.7980520317594981,40.8534583800656,30.016384589800744,-14.008946906365068,48.027435776632245,-26.55435559500681,-15.490028198273682,94.57324860639773,89.97868404010464,-4.1029801334906
112102A,P7_var_compress_0.90,P7,0.06936062863562124,0.16085885652867143,0.06109281328458403,0.286788877164806,-0.03210748955560346,0.286788877164806,0.06604595120685278,0.39032289408164533,0.06427786001117704,0.20243484635267242,0.5409532052413534,,0.10174962325980078,0.0646575449484039,-0.09149822789305019,3652,37,0.0,0.56,6,0.06,6,0.6654136669255003,0.6735264481700917,0.8985433745013541,0.0369060458248099,0.9702210265224009,0.9281400005841625,0.9170993393316947,0.9063738677546103,0.954785053158263,1.2050353963259939,1.7280423355239964,0.17256585258271437,0.8545053783010785,24.20871505991815,20.349924651960144,-7.033373744870484,31.950134455178087,-14.563112731362308,-8.654124512292,43.429904178408584,43.349458822752574,-5.805464327624384
112102A,P8_mult_noise_0.10,P8,0.039480899083554705,0.040437116735432495,0.03580303043521303,0.03736816442848544,0.004937447918300143,0.008516478324677437,0.03250642675312807,0.03945288998433465,0.03892099401068325,0.040826712842296185,0.011135768983922344,0.21366131623757822,0.04046594705409886,0.00020080578613924303,-0.0009562176518777901,3652,37,0.0,0.12,6,0.15,6,0.9947387351981187,0.9947242053030732,0.9857733538064777,0.9925684727522835,0.9879765311081583,0.9894358423290016,0.9769719109294843,0.9833795867460282,0.9885428643884866,0.7150786489800205,1.0980305126219936,0.10965157952278537,0.9214902993834662,8.149694301841697,8.093189410819763,1.7771904641678624,-17.08270018187916,1.8766375454872988,0.6049025753071979,-2.0095559539608443,-0.06909158000791515,-4.597383034440454
112102A,P8_mult_noise_0.30,P8,0.11897505131173565,0.11858179908453205,0.11854548013291354,0.11304735573869906,0.033220480142107295,0.0012434085575369707,0.09742067611385527,0.10569206678325066,0.116847348320225,0.11825369018701493,0.011664239030720296,0.03674464921811058,0.11937501327938764,-0.0008081256372038108,0.00039325222720359987,3652,37,0.0,0.13,6,0.14,6,0.9975132899264995,0.9974268866499709,0.9855171378622852,0.9995975237317104,0.8756640737168306,0.9070232855056941,0.8562043102529779,0.9026542649066015,0.9202294239219562,5.6630550978173435,3.531000944252691,0.35261299789311423,0.7527001955014898,24.953012566395895,23.87500265587755,12.9222809399345,-37.343737286742915,3.7954101583235937,2.2638123836523447,-14.064521278194686,-6.5086483350334685,-19.04061181627462
116011A,P1_peak_damp_0.70,P1,0.07163834890370506,0.05960305672253945,0.1073673924941084,0.059438436615301585,-0.09888236538233275,0.005095325507478358,0.14476814122615567,0.05024591769679087,0.07505003853970825,0.06037530506297332,,0.07627237780509037,0.0622587705844847,-0.0047875575648464955,0.012035292181165606,3652,37,0.0,0.06,6,0.16,6,0.9752191367982145,0.9687271565826504,0.6304312446858955,0.9986624759934003,0.9218208712000434,0.9833245884882257,0.7396979662757444,0.8077351232515173,0.8944583439267426,-8.961816084754709,1.7666927899136342,0.2796053089623955,0.8336776683728039,12.443200026759516,12.451754116896913,-23.793184629608874,-2.2577344443678244,0.45883969317915607,-25.011455976423864,-2.5153295570812566,-2.019927523554448,-2.2020408828710494
116011A,P1_peak_damp_0.85,P1,0.06177364695923721,0.05834815039505371,0.06590361406979509,0.05729765443116797,-0.040190765838678255,0.001904402145829265,0.06414081757908299,0.056759574905425214,0.06330617581426486,0.05757195596443225,,0.36974488022948226,0.05977657638213595,-0.003451246890711148,0.0034254965641834986,3652,37,0.0,0.07,6,0.46,6,0.984349873492777,0.9815483296920929,0.857628868302168,0.99855456174457,0.9811473081574613,0.9848129715711833,0.9309772792328949,0.9548131872660508,0.9629210364245582,-2.9642680700472335,0.8675655688217392,0.1373051049398335,0.8810136018848282,12.01166418770352,11.955315276427173,-8.185305524881043,4.899070174619133,0.8120747342413723,-8.294593415350164,-0.467991256033093,-2.703324453913669,-4.966484335275056
116011A,P2_peak_infl_1.15,P2,0.06389521036148775,0.06052420357373014,0.0767233150960805,0.06169654263302373,0.053322650445271354,0.0025332883000189032,0.08990248806110229,0.05975856209806059,0.06660007493799633,0.0612252581509555,,0.02371303459818322,0.061014674121413225,0.0026031183482478227,0.003371006787757612,3652,37,0.0,0.06,6,0.35,6,0.9905138217591444,0.9889533049266701,0.8723076789411671,0.9996235774600158,0.922782135568468,0.9845746507551699,0.7776449593658527,0.8556892377809795,0.9135271185983472,7.7662661688718195,1.755797864997335,0.2778810256774148,0.8453021666912878,12.410479915001961,12.202934824282657,18.73576590209074,0.45762329921468536,1.0099390956953955,19.733495885701846,-0.10400539700317282,-2.2782956794680094,-10.136814885373779
116011A,P2_peak_infl_1.30,P2,0.07091737691889737,0.060232472311770244,0.1026286307903122,0.05963174146680669,0.09173384039518152,0.015995737140795392,0.14514591940899585,0.05847658449969243,0.07248365019767443,0.05932891532092888,,0.2471453515071149,0.06274633494393105,0.005083023662100658,0.010684904607127121,3652,37,0.0,0.06,6,0.11,6,0.9819458876238785,0.9759959698631577,0.712941081997132,0.9829522739109182,0.86772232392224,0.983222990005782,0.6451752910767294,0.779804903608826,0.8570263606426389,12.923768932696312,2.298046972934913,0.363699980860269,0.8035059057586114,12.871980741553433,12.54926698878622,32.83827074713387,-9.487499152595465,-0.7520462620659154,33.99806492526458,0.03662512893258971,-0.04223676142735809,-12.222016465548284
116011A,P3_base_infl_0.10,P3,0.06583814031888781,0.18486250163042228,0.05309311769195507,0.38555099881599886,0.010963643551816537,0.38555099881599886,0.053432493752843736,0.5611604456426423,0.0583162312881747,0.2363588532604676,,,0.10559266717785894,0.07850610626670627,-0.11902436131153447,3652,37,0.0,0.61,6,0.06,6,0.6767247828555253,0.6866408160460671,0.9947733539496436,0.0,0.9763593294937682,0.9473064299738628,0.9296093654442463,0.9459739886104139,0.9402643155001202,5.264017743315403,0.971506069918877,0.15375522919963316,0.8667678856274427,27.42421562680492,21.118533435571802,4.106226790542667,56.99696134347641,-9.55711688226655,3.891002223867582,75.4969148388492,49.98299530618895,-5.745131020076311
116011A,P3_base_infl_0.25,P3,0.08438431112201593,0.315842226427095,0.058138572365041816,0.6015011332496883,-0.005648128712245139,0.6015011332496883,0.055172881674319336,0.7621004886419038,0.058557866534873965,0.4183604777406315,0.01689025193072486,,0.172018152448545,0.1514302957963772,-0.23145791530507903,3652,37,0.0,0.7,6,0.06,6,0.45462082278174015,0.4646174134984315,0.9965267507635425,0.0,0.9804629390151152,0.8427935380126972,0.9176412291589415,0.8878359214695674,0.9019284923414849,8.181870629222333,0.8831718936191962,0.13977503705914315,0.8294798942134132,57.28685219730494,34.403630489709016,0.6479402084396482,70.08542418437725,-22.621138836998146,0.06629144631753661,186.9906653205721,124.49414903988308,-3.9342791778827184
116011A,P4_base_depl_0.50,P4,0.15267730117093925,0.31918521825046026,0.06225593741978751,0.33779318882287085,0.0035395282009402064,-0.33779318882287085,0.05542146548826653,0.3430826443056091,0.06008305984056727,0.3313212176807853,0.07783584966898258,,0.25090266223869384,-0.2326958697923174,-0.166507917079521,3652,37,0.0,0.14,6,0.06,6,0.3032512873283731,0.313031997038108,0.9958978609284502,0.0,0.9715042716522583,0.7792668426151099,0.8727719415485595,0.785663986064451,0.8695554385938321,-8.586375367783347,1.0666096396534248,0.16880677814513767,0.7994560040150074,38.32917088490586,50.18053244773883,5.862910497878488,-7.012951456414032,44.622499963880735,5.121476083337847,-51.671964759235024,-50.8378128182165,-13.93043575083292
116011A,P4_base_depl_0.75,P4,0.0861011525601274,0.14221238803397282,0.056546642706374675,0.15327536338958261,-0.0032707604584923944,-0.15150197379480254,0.05640314253193106,0.15733636048506297,0.056463812245035536,0.14819811091597812,0.16042931306323058,,0.11852324067678989,-0.100860040047412,-0.05611123547384542,3652,37,0.0,0.25,5,0.24,5,0.42138224506452987,0.4283056752601212,0.9963778371623633,0.18947016833359143,0.9859590778854266,0.9488376655123917,0.9453287858369106,0.9089112396868952,0.9311188226692109,-4.764614031686801,0.7487096634843614,0.11849439697544126,0.8622839173448176,20.70790449431789,23.704648135358024,0.9304995873341927,-5.372215824039503,17.405970952090286,1.0234919995810272,-28.44419688473828,-27.419504868534013,-9.240306296817886
116011A,P5_compensating,P5,0.1123632461025218,0.3762798647275117,0.11796866669591828,0.6789855111064771,-0.11556508212284143,0.6789855111064771,0.16541323376166917,0.8144815731419682,0.07640271522656465,0.496374892014418,0.39001673937579656,,0.212064186199903,0.18027718428263484,-0.2639166186249899,3652,37,0.0,0.31,6,0.06,6,0.3448468190939804,0.3457118612351939,0.40550694439788904,0.0,0.9109480165833723,0.7618975933754968,0.7465260545337582,0.7465260545337584,0.8927649801511623,-6.6342709291367e-15,1.8855472581829567,0.29841578948947667,0.7433425080692819,78.34095113675865,42.41283723998069,-25.89191341414019,73.72336563790505,-30.363302221582863,-27.326308896192963,265.5312596445583,173.97668378091007,1.6543970488877282
116011A,P6_shift_1d,P6,0.1283799451627831,0.08317632410978565,0.2741247898610138,0.08969712867492428,-0.024443745904653105,0.021999776299707067,0.4990537378864451,0.11905930310649407,0.1410897767619278,0.08941046938901068,0.9790015601759312,,0.08994886831228334,0.0004745062516633588,0.04520362105299744,3652,37,0.0,0.06,6,0.06,6,0.9908082730894965,0.9909459145473253,0.9852751023999309,0.9824480615576539,-0.04612935280570585,0.9353128137619042,0.48562321795801033,0.48575079238963537,0.9773004947883435,0.4312635376444617,6.462615491792361,1.0228046503637465,0.5653115490639722,18.611394284496903,17.989773662456724,0.8860048376526898,2.050423168753726,0.48702955551427946,-37.384290075865515,-2.332377459817956,-2.791273156935362,-6.253825549816803
116011A,P6_shift_3d,P6,0.20982787769933425,0.1232362926951236,0.45267686189398654,0.15472747678127932,-0.15715929839175438,0.08030558456543735,0.7108369593521843,0.16996841340870528,0.25130081316674363,0.13412975412595501,0.6451114182684449,,0.13941466140776065,0.007705572161548615,0.08659158500421066,3652,37,0.0,0.06,6,0.06,6,0.9574649598511017,0.9559883277745479,0.9586720446621525,0.9046049556113344,-0.5583622895369478,0.8277655387619671,0.23437889354017338,0.23454225870272083,0.9481532490935914,0.9493387331449812,7.887690086819244,1.2483438186401004,0.3439743184512869,32.11791742792629,27.882932281552108,2.4397560943232417,-7.721401988503665,-1.253509807896809,-79.39630274501667,0.7588159193596341,1.369085240632712,-7.0700168829648655
116011A,P7_var_compress_0.80,P7,0.10213214259478796,0.39622595037122393,0.10427636866302412,0.7257821356843296,-0.09616547068079323,0.7257821356843296,0.12125115992662325,0.8448539651361404,0.0753498613085683,0.5431592468355964,0.4627423932062656,,0.2115397724041815,0.17722453913660635,-0.29409380777643596,3652,37,0.0,0.71,6,0.06,6,0.4058945877881264,0.41051525106448183,0.5234043881255961,0.0,0.9439912688423123,0.7213644516485889,0.8157192966043877,0.810104418618759,0.9007472659673761,0.694908812395436,1.495352187746416,0.23666163854264108,0.7719844796955475,88.04005777243869,42.307954480836294,-18.146974905348873,79.66412268021871,-31.60384065663468,-19.395764935301678,322.89914651859783,209.59786639714278,-0.06843119635988507
116011A,P7_var_compress_0.90,P7,0.07654932036066167,0.2814748788980334,0.07063060096243465,0.5789793564964067,-0.04382067076984656,0.5789793564964067,0.07888707834511065,0.7485816774118863,0.06466326126212087,0.38437697980084534,0.45143830013039693,,0.14738922843703295,0.11605254149366039,-0.20492555853737174,3652,37,0.0,0.69,6,0.06,6,0.5539663719748817,0.5620791532194732,0.900862267860526,0.0,0.9575411089336242,0.8755284734708116,0.837167291482211,0.8407592644930165,0.9463684877995696,-0.42796383416593564,1.3019669110577363,0.20605555335000275,0.8346850079414022,47.71985275802389,29.477845687406607,-12.88189924001757,71.47405762404162,-19.383445546875425,-14.76432126887524,164.21873942078685,104.54644375950234,-2.513319451643796
116011A,P8_mult_noise_0.10,P8,0.039672246956429125,0.04003246729832129,0.040760855031174846,0.039291725153955404,-0.004007064593639115,-0.001001474480311797,0.04075388518705361,0.03513945040556316,0.03984406505707112,0.040980668866433846,,0.01419605384021077,0.039755608054450775,-0.0006949729781393734,-0.00036022034189216873,3652,37,0.0,0.52,6,0.06,6,0.9955391655573714,0.9955699537532984,0.992651035329648,0.999084827686944,0.9901803373687352,0.993377825890354,0.9932257278607913,0.992472001093357,0.9893658452368118,0.10707268905541248,0.6261291266086856,0.09909421088673527,0.9213320710820758,7.976750949618188,7.951121610890143,-0.18340459348662852,4.763877620094501,-0.08335429565681292,-0.23957359728999486,-0.8124598084358462,-0.4285971886944587,-3.827477445174275
116011A,P8_mult_noise_0.30,P8,0.11733176926194618,0.11889973675531214,0.11334075250200688,0.11685353520257241,-0.007581776098166672,-0.012559978463482573,0.14075323591216138,0.1299717958458053,0.11682468498029361,0.11638394884354974,0.10678611662299024,0.01458903066368213,0.11788167999637215,-0.0003646823860853618,-0.0015679674933659626,3652,37,0.0,0.06,6,0.21,6,0.9966083622121203,0.9966657260411889,0.9962964547352311,0.9975811109679565,0.8981843972021889,0.9407808812808545,0.9310535886399797,0.9208035159492282,0.9519627212384109,1.6217989535271713,2.016149775562773,0.3190855728449832,0.7534826746827287,24.564049663020327,23.576335999274473,-3.9825992366740652,-3.9823985107303264,2.6180969986564273,-10.04287126851406,-7.957888920385257,-5.357716657889211,-14.87483557332606
105101A,P1_peak_damp_0.70,P1,0.07819233862884005,0.034888442489012114,0.13995369679134292,0.0,-0.13829009696306457,0.0,0.16458935446848397,0.0,0.08340550976200503,0.016218998481888413,,0.16072349024363108,0.05634944739114149,-0.008726309592708559,0.043303896139827935,3652,37,0.1486856516976999,0.06,6,0.15,6,0.9459703552043984,0.9374800084303189,0.3111843706286299,,0.9201301227950077,0.9960099649510192,0.690958237402655,0.7996704041844087,0.8085559456198084,-18.397131900779435,0.9766911815181025,0.2826125920849818,0.7875184966303446,13.07754858580763,11.269889478228299,-25.50845913624708,0.03947862919991263,0.29756290581812167,-27.23816895024969,0.0,0.0,4.199327455695409
105101A,P1_peak_damp_0.85,P1,0.0624261754890779,0.03370821208350073,0.07595200808431814,0.0,-0.05487957605008609,0.0,0.0880808442332432,0.0,0.06501625804695932,0.014246025273610456,,0.1500989556222934,0.051351202902030574,-0.0015808098859307564,0.028717963405577168,3652,37,0.1486856516976999,0.06,6,0.15,6,0.9788453370052028,0.9755083084080042,0.7669158577780397,,0.9664835709593673,0.9969530518424558,0.8745246354292906,0.919364721914802,0.9206945308010994,-7.489271794574809,0.6326953297603161,0.18307492739485856,0.8624620092449963,12.149905305321845,10.270240580406114,-10.897939575709728,0.041166502634775434,0.7120269667786597,-12.225569308996752,0.0,0.0,0.478481588205645
